id_anuncio	capacidade	nro_quartos	nro_banheiros	regiao_bairro	tipo_acomodacao	avaliacao_media	distancia_ponto_turistico_km	nro_avaliacoes	possui_piscina	possui_estacionamento	possui_wifi	aceita_animais	politica_cancelamento	idioma_anuncio	tempo_resposta_anfitriao_h	preco_diaria
H000197	6	3	2	Centro_SP	espaco_inteiro	4.23	1.21	38	nao	nao	sim	sim	flexivel	portugues	1.39	608.98
H000198	2	1	1	Savassi_BH_MG	espaco_inteiro	4.86	1.98	30	nao	sim	sim	nao	rigorosa	portugues	4.17	564.2
H000199	6	2	2	Copacabana_RJ	espaco_inteiro	4.96	1.61	67	nao	nao	sim	sim	moderada	ingles	5.53	971.07
H000200	10	4	2	Pinheiros_SP	espaco_inteiro	4.72	0.75	60	nao	sim	sim	nao	rigorosa	portugues	8.72	764.95
H000201	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.36	8.0	31	nao	sim	sim	sim	rigorosa	ingles	2.51	521.4
H000202	5	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.43	1.26	0	nao	nao	sim	nao	moderada	portugues	16.19	648.84
H000203	8	4	3	Centro_SP	espaco_inteiro	4.48	2.36	88	nao	sim	sim	sim	flexivel	portugues	1.17	643.83
H000204	2	1	1	Copacabana_RJ	espaco_inteiro	4.64	0.11	61	nao	nao	sim	nao	moderada	portugues	2.24	599.35
H000205	4	1	1	Ipanema_RJ	espaco_inteiro	4.78	2.16	0	nao	sim	sim	sim	rigorosa	portugues	5.46	762.02
H000206	3	2	1	Copacabana_RJ	quarto_privativo	4.53	1.39	144	sim	sim	sim	nao	moderada	portugues	10.33	812.79
H000207	4	1	1	Copacabana_RJ	quarto_privativo	4.77	2.56	0	nao	sim	sim	nao	moderada	portugues	0.83	728.93
H000208	2	1	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.63	0.66	26	nao	sim	sim	sim	moderada	portugues	7.2	797.0
H000209	3	2	2	Copacabana_RJ	espaco_inteiro	4.77	0.19	27	sim	nao	sim	sim	moderada	portugues	1.53	941.88
H000210	3	2	2	Centro_SP	espaco_inteiro	4.1	6.66	31	nao	sim	sim	sim	flexivel	portugues	2.57	485.76
H000211	1	1	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.68	1.96	31	nao	sim	sim	sim	rigorosa	portugues	3.62	472.66
H000212	2	1	1	Centro_SP	espaco_inteiro	4.54	11.41	1	nao	sim	sim	nao	flexivel	portugues	11.9	169.05
H000213	9	3	2	Copacabana_RJ	espaco_inteiro	4.66	2.46	57	sim	nao	sim	nao	moderada	portugues	11.6	1118.77
H000214	4	2	1	Pelourinho_Salvador_BA	quarto_privativo	4.63	0.67	99	nao	nao	sim	nao	flexivel	portugues	3.84	720.03
H000215	6	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.45	0.55	56	nao	nao	sim	nao	rigorosa	portugues	4.21	799.01
H000216	2	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.75	5.59	63	nao	nao	sim	sim	flexivel	portugues	22.47	535.22
H000217	6	4	2	Copacabana_RJ	espaco_inteiro	4.26	2.65	39	sim	sim	sim	sim	flexivel	portugues	5.22	1147.33
H000218	6	3	2	Copacabana_RJ	espaco_inteiro	4.76	2.28	54	nao	sim	sim	sim	moderada	portugues	4.9	1020.09
H000219	3	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.68	5.09	67	nao	sim	sim	sim	flexivel	portugues	2.98	677.04
H000220	10	3	2	Vila_Madalena_SP	espaco_inteiro	4.92	4.39	83	sim	sim	sim	nao	flexivel	portugues	1.14	1341.29
H000221	5	2	1	Pinheiros_SP	espaco_inteiro	4.48	3.85	29	sim	nao	sim	sim	flexivel	portugues	1.38	835.0
H000222	2	1	1	Vila_Madalena_SP	quarto_privativo	4.82	1.13	25	nao	nao	sim	sim	flexivel	portugues	4.18	627.01
H000223	1	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.83	6.06	0	nao	sim	sim	sim	moderada	portugues	2.49	80.17
H000224	6	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.29	3.35	173	nao	nao	sim	nao	flexivel	portugues	4.25	802.9
H000225	3	1	1	Pinheiros_SP	quarto_privativo	4.83	0.25	165	nao	sim	sim	sim	moderada	portugues	7.37	795.49
H000226	3	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.51	10.46	48	nao	nao	sim	nao	moderada	portugues	0.73	778.0
H000227	2	1	1	Ipanema_RJ	espaco_inteiro	4.1	0.26	50	sim	sim	sim	nao	flexivel	portugues	0.74	809.68
H000228	3	2	1	Centro_SP	espaco_inteiro	4.29	6.97	137	sim	nao	sim	nao	flexivel	portugues	9.76	826.58
H000229	2	2	2	Boa_Viagem_Recife_PE	quarto_privativo	4.74	0.54	17	nao	sim	sim	nao	rigorosa	portugues	1.88	494.42
H000230	4	2	1	Ipanema_RJ	quarto_privativo	4.14	0.47	23	nao	nao	sim	nao	moderada	ingles	7.37	612.16
H000231	3	2	1	Copacabana_RJ	espaco_inteiro	4.88	2.97	143	nao	nao	sim	nao	rigorosa	portugues	3.26	969.37
H000232	2	1	1	Vila_Madalena_SP	quarto_privativo	4.49	0.67	39	nao	sim	sim	nao	moderada	portugues	4.1	672.78
H000233	2	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.61	2.45	20	nao	sim	sim	nao	rigorosa	ingles	5.28	716.4
H000234	4	2	2	Centro_SP	espaco_inteiro	4.58	3.62	70	nao	nao	nao	nao	flexivel	portugues	3.07	568.55
H000235	7	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.79	15.0	29	nao	nao	sim	sim	flexivel	portugues	1.07	524.99
H000236	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.43	0.71	127	nao	sim	sim	nao	rigorosa	portugues	4.37	505.59
H000237	1	1	1	Vila_Madalena_SP	quarto_privativo	4.19	0.42	54	nao	nao	sim	nao	flexivel	portugues	16.34	193.1
H000238	1	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.74	3.14	30	sim	nao	sim	nao	moderada	espanhol	4.0	738.07
H000239	5	2	1	Ipanema_RJ	espaco_inteiro	4.64	0.45	31	sim	nao	sim	nao	flexivel	ingles	0.34	1124.13
H000240	3	2	1	Ipanema_RJ	quarto_privativo	4.76	0.74	67	nao	sim	sim	nao	moderada	portugues	1.29	887.2
H000241	6	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.78	0.34	43	nao	nao	sim	nao	moderada	portugues	7.67	969.16
H000242	3	2	2	Pelourinho_Salvador_BA	quarto_privativo	4.67	0.77	38	nao	sim	sim	nao	moderada	portugues	6.39	558.35
H000243	6	3	2	Copacabana_RJ	espaco_inteiro	4.57	1.97	85	nao	sim	sim	nao	moderada	portugues	0.94	1000.75
H000244	3	2	1	Centro_SP	quarto_privativo	4.16	5.72	139	nao	nao	sim	nao	flexivel	portugues	5.33	879.83
H000245	1	1	1	Centro_SP	espaco_inteiro	4.5	1.92	77	sim	sim	sim	sim	flexivel	espanhol	1.37	860.86
H000246	6	2	2	Savassi_BH_MG	espaco_inteiro	4.6	2.15	27	nao	sim	sim	sim	moderada	portugues	7.84	794.19
H000247	4	1	1	Centro_SP	espaco_inteiro	4.78	0.2	19	nao	nao	sim	nao	flexivel	ingles	1.84	656.5
H000248	2	2	2	Vila_Madalena_SP	espaco_inteiro	4.81	3.26	82	sim	nao	sim	sim	moderada	portugues	3.27	908.99
H000249	3	1	1	Pinheiros_SP	espaco_inteiro	4.58	2.75	77	nao	sim	sim	sim	moderada	portugues	3.27	543.68
H000250	6	3	1	Vila_Madalena_SP	espaco_inteiro	4.65	4.6	36	sim	sim	sim	nao	moderada	ingles	5.61	1401.89
H000251	8	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.75	5.91	43	nao	sim	sim	nao	flexivel	portugues	7.73	775.3
H000252	2	1	1	Savassi_BH_MG	quarto_privativo	4.86	0.68	28	nao	sim	sim	sim	moderada	portugues	3.71	533.22
H000253	2	2	1	Vila_Madalena_SP	quarto_privativo	4.26	4.18	20	nao	sim	sim	sim	moderada	portugues	1.31	536.32
H000254	5	3	2	Copacabana_RJ	espaco_inteiro	4.5	1.7	30	nao	sim	sim	nao	flexivel	portugues	4.02	783.88
H000255	4	2	1	Copacabana_RJ	quarto_privativo	4.26	4.91	0	nao	nao	nao	nao	rigorosa	portugues	11.77	754.64
H000256	3	3	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.34	2.6	111	nao	nao	sim	nao	flexivel	portugues	18.25	322.23
H000257	4	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.44	0.59	1	sim	nao	sim	sim	moderada	ingles	4.22	1032.04
H000258	7	4	3	Ipanema_RJ	espaco_inteiro	4.73	1.12	48	sim	nao	sim	nao	flexivel	portugues	0.2	1030.06
H000259	9	4	3	Ipanema_RJ	espaco_inteiro	4.49	1.85	0	nao	nao	sim	nao	moderada	ingles	0.57	822.91
H000260	1	1	1	Centro_SP	espaco_inteiro	4.49	2.58	75	nao	nao	sim	nao	moderada	ingles	1.18	234.5
H000261	4	2	1	Copacabana_RJ	espaco_inteiro	4.21	1.06	92	sim	sim	sim	nao	flexivel	portugues	4.57	827.57
H000262	4	2	1	Pelourinho_Salvador_BA	quarto_privativo	4.49	6.59	52	nao	nao	sim	nao	moderada	portugues	2.14	662.77
H000263	2	1	1	Pinheiros_SP	espaco_inteiro	4.49	6.09	46	nao	sim	sim	nao	moderada	portugues	7.43	601.66
H000264	4	2	1	Copacabana_RJ	espaco_inteiro	4.42	1.17	28	nao	sim	sim	nao	moderada	portugues	8.38	840.85
H000265	8	4	3	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.72	11.56	109	nao	sim	sim	nao	moderada	portugues	6.65	616.57
H000266	2	1	1	Copacabana_RJ	quarto_privativo	4.41	1.88	1	nao	sim	sim	nao	moderada	portugues	0.62	637.8
H000267	5	2	2	Pinheiros_SP	espaco_inteiro	4.26	2.0	34	nao	sim	sim	nao	moderada	frances	3.28	694.13
H000268	5	3	1	Copacabana_RJ	espaco_inteiro	4.65	0.44	25	nao	nao	sim	nao	moderada	frances	5.7	943.73
H000269	2	2	1	Ipanema_RJ	quarto_privativo	4.7	1.22	24	nao	sim	sim	nao	flexivel	portugues	1.26	878.91
H000270	4	2	2	Ipanema_RJ	quarto_privativo	4.41	0.64	107	nao	sim	sim	nao	rigorosa	ingles	2.47	942.11
H000271	10	4	4	Ipanema_RJ	espaco_inteiro	4.81	0.92	44	sim	sim	sim	nao	moderada	portugues	1.37	1326.09
H000272	3	2	2	Copacabana_RJ	quarto_privativo	4.63	0.11	28	nao	nao	sim	nao	rigorosa	ingles	0.4	668.27
H000273	2	1	1	Ipanema_RJ	espaco_inteiro	4.23	1.21	62	nao	sim	sim	nao	moderada	portugues	3.2	468.89
H000274	3	1	1	Centro_SP	quarto_privativo	4.46	2.01	59	nao	sim	sim	nao	flexivel	espanhol	1.81	246.83
H000275	7	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.62	2.46	90	nao	nao	sim	sim	flexivel	frances	2.34	800.33
H000276	1	1	1	Vila_Madalena_SP	quarto_privativo	4.57	0.41	67	nao	nao	sim	nao	flexivel	portugues	0.32	678.92
H000277	6	2	2	Pinheiros_SP	espaco_inteiro	4.6	0.1	46	nao	sim	sim	sim	moderada	frances	1.56	753.95
H000278	1	1	1	Centro_SP	quarto_privativo	4.27	3.82	48	nao	nao	sim	nao	flexivel	portugues	4.28	245.5
H000279	2	2	1	Savassi_BH_MG	espaco_inteiro	4.47	0.38	65	nao	sim	sim	nao	flexivel	portugues	8.06	424.34
H000280	9	4	3	Savassi_BH_MG	espaco_inteiro	4.24	0.61	22	nao	nao	sim	nao	moderada	portugues	5.37	948.86
H000281	5	2	2	Ipanema_RJ	espaco_inteiro	4.54	0.86	58	nao	nao	sim	nao	moderada	portugues	4.41	737.76
H000282	8	4	3	Copacabana_RJ	espaco_inteiro	4.72	1.43	137	sim	nao	sim	nao	moderada	portugues	1.41	1443.47
H000283	3	1	1	Copacabana_RJ	quarto_privativo	4.6	0.42	52	nao	sim	sim	nao	rigorosa	portugues	0.51	734.92
H000284	3	2	1	Copacabana_RJ	espaco_inteiro	4.71	0.16	37	nao	nao	sim	nao	moderada	portugues	1.8	934.94
H000285	6	3	3	Centro_SP	espaco_inteiro	4.94	2.57	36	sim	sim	sim	sim	flexivel	portugues	0.8	1009.15
H000286	6	2	3	Vila_Madalena_SP	espaco_inteiro	4.76	4.57	63	nao	sim	sim	nao	rigorosa	portugues	4.54	981.3
H000287	3	1	1	Ipanema_RJ	quarto_privativo	4.37	1.52	55	nao	nao	sim	sim	moderada	ingles	11.46	574.1
H000288	7	3	1	Pinheiros_SP	espaco_inteiro	4.7	1.15	78	nao	nao	sim	nao	moderada	portugues	6.38	1175.82
H000289	2	1	1	Centro_SP	espaco_inteiro	4.19	0.91	29	nao	sim	sim	nao	rigorosa	portugues	2.58	387.08
H000290	5	2	2	Ipanema_RJ	espaco_inteiro	4.63	1.78	42	sim	nao	sim	nao	flexivel	portugues	1.7	1124.38
H000291	10	5	4	Pelourinho_Salvador_BA	espaco_inteiro	4.58	0.31	87	sim	sim	sim	nao	moderada	ingles	3.41	1299.49
H000292	1	1	1	Ipanema_RJ	espaco_inteiro	4.63	3.15	92	sim	nao	sim	nao	moderada	portugues	1.18	916.64
H000293	4	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.6	14.61	92	nao	sim	sim	nao	flexivel	ingles	11.3	434.68
H000294	2	1	1	Ipanema_RJ	espaco_inteiro	4.49	3.26	81	nao	sim	sim	nao	moderada	portugues	13.67	555.34
H000295	2	2	2	Savassi_BH_MG	espaco_inteiro	4.79	0.1	83	sim	nao	sim	sim	flexivel	ingles	4.03	1126.34
H000296	3	1	1	Savassi_BH_MG	quarto_privativo	4.86	3.33	58	nao	sim	sim	nao	flexivel	portugues	4.41	490.51
H000297	5	2	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.71	7.96	1	nao	nao	sim	nao	moderada	portugues	7.95	681.63
H000298	1	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.28	7.52	1	nao	sim	sim	nao	flexivel	portugues	3.44	219.52
H000299	3	3	3	Pelourinho_Salvador_BA	espaco_inteiro	4.3	0.1	51	sim	nao	sim	nao	flexivel	portugues	0.82	944.09
H000300	3	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.47	3.76	53	nao	sim	sim	sim	flexivel	portugues	6.42	315.69
H000301	4	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.44	9.95	24	nao	nao	sim	sim	flexivel	portugues	1.6	206.56
H000302	2	2	1	Copacabana_RJ	espaco_inteiro	4.68	1.99	25	nao	nao	sim	nao	moderada	portugues	2.99	689.34
H000303	3	2	1	Centro_SP	quarto_privativo	4.49	12.04	45	nao	nao	sim	sim	moderada	portugues	4.71	156.32
H000304	4	2	2	Centro_SP	quarto_privativo	4.22	5.35	189	sim	sim	sim	nao	moderada	portugues	0.24	773.24
H000305	4	1	1	Savassi_BH_MG	quarto_privativo	4.6	6.38	20	nao	nao	sim	nao	rigorosa	portugues	7.11	581.35
H000306	3	3	2	Vila_Madalena_SP	espaco_inteiro	4.26	0.95	35	nao	nao	sim	nao	flexivel	portugues	15.96	709.96
H000307	2	2	2	Vila_Madalena_SP	espaco_inteiro	4.43	5.79	90	sim	sim	sim	nao	moderada	portugues	0.92	1003.02
H000308	1	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.44	4.37	79	nao	nao	sim	nao	rigorosa	portugues	5.0	663.57
H000309	7	4	2	Pinheiros_SP	espaco_inteiro	4.72	3.56	61	nao	nao	sim	nao	rigorosa	portugues	9.63	895.32
H000310	3	1	1	Copacabana_RJ	espaco_inteiro	4.78	0.1	0	nao	nao	sim	nao	rigorosa	portugues	0.64	629.67
H000311	1	1	1	Vila_Madalena_SP	quarto_privativo	4.64	4.37	40	nao	sim	sim	nao	rigorosa	ingles	0.2	544.48
H000312	4	2	2	Vila_Madalena_SP	quarto_privativo	4.3	0.73	156	nao	sim	sim	nao	rigorosa	portugues	0.78	787.14
H000313	4	1	1	Copacabana_RJ	espaco_inteiro	4.59	0.21	25	sim	nao	sim	sim	flexivel	portugues	8.17	1034.32
H000314	2	1	1	Pinheiros_SP	espaco_inteiro	4.75	0.85	24	nao	nao	sim	nao	moderada	portugues	8.25	628.97
H000315	8	3	2	Pinheiros_SP	espaco_inteiro	4.74	1.07	132	nao	sim	sim	nao	moderada	portugues	14.34	1024.38
H000316	2	1	1	Pinheiros_SP	quarto_privativo	4.69	1.15	45	nao	nao	nao	nao	moderada	portugues	1.77	306.69
H000317	7	3	3	Pinheiros_SP	espaco_inteiro	4.65	0.38	0	nao	sim	sim	nao	rigorosa	portugues	2.71	843.23
H000318	8	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.31	0.62	18	nao	sim	sim	nao	rigorosa	portugues	2.42	1008.52
H000319	5	2	2	Pinheiros_SP	espaco_inteiro	4.49	1.37	30	nao	nao	sim	sim	flexivel	portugues	1.3	849.13
H000320	6	3	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.24	0.48	59	nao	nao	sim	sim	flexivel	portugues	10.88	718.88
H000321	4	3	2	Savassi_BH_MG	espaco_inteiro	4.33	7.34	41	nao	nao	sim	nao	rigorosa	portugues	6.85	542.06
H000322	10	5	3	Vila_Madalena_SP	espaco_inteiro	4.47	2.67	23	sim	nao	sim	nao	rigorosa	portugues	5.33	1070.37
H000323	2	1	1	Pinheiros_SP	espaco_inteiro	4.68	1.95	42	nao	sim	sim	nao	rigorosa	ingles	2.8	546.31
H000324	1	1	1	Centro_SP	quarto_privativo	4.18	2.19	25	nao	sim	sim	nao	moderada	frances	2.11	366.77
H000325	4	2	2	Savassi_BH_MG	espaco_inteiro	4.55	0.18	163	sim	sim	sim	nao	rigorosa	portugues	0.88	822.46
H000326	4	2	2	Boa_Viagem_Recife_PE	quarto_privativo	4.73	1.04	17	nao	nao	sim	nao	flexivel	portugues	2.48	799.19
H000327	2	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.48	0.26	33	nao	sim	sim	nao	flexivel	portugues	20.18	258.57
H000328	4	2	2	Centro_SP	quarto_privativo	4.56	1.44	30	nao	sim	sim	nao	flexivel	ingles	1.19	669.2
H000329	1	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.46	7.92	30	nao	sim	sim	nao	flexivel	portugues	0.55	623.0
H000330	8	3	1	Pinheiros_SP	espaco_inteiro	4.77	0.27	19	nao	sim	sim	nao	rigorosa	portugues	0.31	953.16
H000331	2	1	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.47	10.36	126	nao	sim	sim	sim	moderada	frances	1.76	306.67
H000332	2	1	1	Copacabana_RJ	quarto_privativo	4.41	0.88	199	nao	nao	sim	nao	rigorosa	portugues	18.26	375.08
H000333	2	1	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.73	0.38	64	nao	sim	sim	sim	flexivel	espanhol	0.87	607.5
H000334	2	1	1	Savassi_BH_MG	espaco_inteiro	4.35	0.4	60	nao	nao	sim	nao	moderada	portugues	0.2	452.44
H000335	2	1	1	Copacabana_RJ	espaco_inteiro	4.59	1.54	1	sim	nao	sim	nao	flexivel	portugues	6.03	836.37
H000336	2	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.67	3.51	124	nao	sim	sim	sim	moderada	espanhol	0.85	382.88
H000337	2	2	1	Ipanema_RJ	quarto_privativo	4.11	0.87	25	nao	nao	sim	nao	flexivel	portugues	4.91	656.47
H000338	5	1	2	Asa_Sul_Brasilia_DF	espaco_inteiro	4.38	0.3	0	nao	sim	sim	nao	moderada	portugues	1.71	610.22
H000339	2	2	2	Ipanema_RJ	espaco_inteiro	4.87	1.92	73	sim	sim	sim	sim	moderada	portugues	0.99	1234.73
H000340	3	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.35	2.31	102	sim	sim	sim	nao	moderada	portugues	4.92	749.47
H000341	2	1	1	Copacabana_RJ	espaco_inteiro	4.6	0.3	123	nao	nao	sim	nao	moderada	portugues	1.04	766.19
H000342	2	2	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.8	0.65	34	nao	nao	sim	nao	rigorosa	portugues	1.74	684.18
H000343	3	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.7	1.72	31	nao	sim	sim	nao	rigorosa	portugues	9.43	560.56
H000344	1	1	1	Centro_SP	quarto_privativo	4.88	0.77	57	nao	nao	sim	sim	flexivel	portugues	7.44	362.79
H000345	2	1	2	Pelourinho_Salvador_BA	quarto_privativo	4.3	6.22	41	nao	nao	sim	nao	flexivel	portugues	0.2	244.47
H000346	6	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.89	3.32	74	sim	nao	sim	nao	flexivel	espanhol	0.2	1073.75
H000347	10	5	4	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.84	5.96	57	nao	sim	sim	sim	flexivel	ingles	0.84	990.67
H000348	6	3	1	Pinheiros_SP	espaco_inteiro	4.33	2.31	23	nao	nao	sim	nao	flexivel	portugues	10.83	563.54
H000349	2	2	1	Centro_SP	quarto_privativo	4.66	10.83	125	nao	nao	sim	nao	rigorosa	frances	5.78	442.29
H000350	8	2	2	Ipanema_RJ	espaco_inteiro	4.82	0.76	74	sim	sim	sim	nao	rigorosa	portugues	1.35	1210.56
H000351	2	1	1	Boa_Viagem_Recife_PE	espaco_inteiro	4.14	1.82	100	nao	nao	sim	nao	flexivel	portugues	2.28	417.99
H000352	5	3	1	Copacabana_RJ	espaco_inteiro	4.7	1.03	23	nao	sim	sim	nao	rigorosa	portugues	5.1	801.68
H000353	6	3	2	Centro_SP	espaco_inteiro	4.73	1.35	73	nao	nao	sim	nao	rigorosa	ingles	4.89	751.19
H000354	4	3	3	Centro_SP	espaco_inteiro	4.51	2.9	87	sim	nao	sim	nao	flexivel	portugues	0.55	1081.4
H000355	8	4	2	Vila_Madalena_SP	espaco_inteiro	4.26	1.95	55	nao	sim	sim	sim	rigorosa	portugues	2.72	713.37
H000356	4	2	2	Centro_SP	quarto_privativo	4.66	2.21	19	nao	sim	sim	nao	rigorosa	espanhol	2.16	395.1
H000357	3	2	1	Pelourinho_Salvador_BA	espaco_inteiro	4.35	6.83	52	nao	nao	sim	sim	rigorosa	portugues	4.1	464.62
H000358	7	3	3	Pelourinho_Salvador_BA	espaco_inteiro	4.59	1.52	82	nao	nao	sim	sim	moderada	portugues	1.84	756.15
H000359	4	2	1	Centro_SP	espaco_inteiro	4.82	0.19	105	sim	nao	sim	nao	flexivel	portugues	2.71	806.97
H000360	8	3	1	Centro_SP	espaco_inteiro	4.64	10.87	1	nao	nao	sim	nao	flexivel	portugues	9.96	716.13
H000361	2	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.67	7.11	55	nao	sim	sim	nao	rigorosa	portugues	2.49	237.1
H000362	10	5	4	Ipanema_RJ	espaco_inteiro	4.84	1.55	1	nao	sim	sim	nao	moderada	portugues	6.32	1151.46
H000363	4	3	2	Ipanema_RJ	espaco_inteiro	4.58	0.36	82	sim	nao	sim	nao	moderada	portugues	5.5	1466.55
H000364	1	1	1	Ipanema_RJ	quarto_privativo	4.64	0.42	98	nao	sim	sim	nao	moderada	portugues	0.21	839.32
H000365	3	3	2	Boa_Viagem_Recife_PE	espaco_inteiro	4.64	5.51	21	nao	nao	nao	sim	moderada	frances	6.24	426.52
H000366	2	1	1	Vila_Madalena_SP	quarto_privativo	4.58	7.55	18	nao	sim	sim	sim	flexivel	portugues	5.8	382.09
H000367	6	3	2	Pelourinho_Salvador_BA	espaco_inteiro	4.71	5.01	29	nao	sim	sim	sim	rigorosa	portugues	4.75	903.97
H000368	6	3	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.46	6.49	43	nao	nao	sim	nao	moderada	portugues	10.06	890.76
H000369	3	2	2	Pinheiros_SP	espaco_inteiro	4.5	0.51	26	sim	nao	sim	sim	moderada	ingles	8.37	827.78
H000370	7	3	1	Savassi_BH_MG	espaco_inteiro	4.47	5.61	88	nao	nao	sim	nao	flexivel	frances	6.33	452.41
H000371	2	1	1	Pelourinho_Salvador_BA	quarto_privativo	4.7	1.86	105	nao	sim	sim	nao	moderada	portugues	6.69	615.92
H000372	5	2	1	Pinheiros_SP	espaco_inteiro	4.22	3.57	53	nao	nao	sim	nao	rigorosa	portugues	0.42	556.24
H000373	1	1	1	Pinheiros_SP	quarto_privativo	4.11	1.94	27	nao	sim	sim	nao	rigorosa	portugues	15.34	419.86
H000374	1	1	1	Pinheiros_SP	espaco_inteiro	4.58	0.85	41	sim	nao	sim	nao	rigorosa	portugues	2.67	930.94
H000375	3	2	2	Copacabana_RJ	espaco_inteiro	4.45	1.76	53	nao	nao	nao	sim	moderada	portugues	16.9	601.04
H000376	1	1	1	Copacabana_RJ	quarto_privativo	4.27	0.67	40	nao	sim	sim	nao	rigorosa	portugues	21.48	322.73
H000377	4	2	2	Praia_Iracema_Fortaleza_CE	espaco_inteiro	3.93	0.65	46	nao	nao	sim	nao	moderada	portugues	0.2	556.4
H000378	5	2	2	Vila_Madalena_SP	espaco_inteiro	4.79	3.55	100	nao	nao	sim	nao	rigorosa	portugues	0.3	742.28
H000379	10	4	2	Vila_Madalena_SP	espaco_inteiro	4.56	1.77	25	nao	sim	sim	sim	rigorosa	portugues	4.65	1020.01
H000380	3	2	1	Asa_Sul_Brasilia_DF	quarto_privativo	4.6	1.2	172	nao	nao	sim	nao	flexivel	portugues	5.12	439.97
H000381	9	4	2	Centro_SP	espaco_inteiro	4.34	0.77	54	nao	sim	sim	nao	moderada	ingles	7.98	785.5
H000382	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.64	3.35	38	nao	nao	sim	nao	moderada	portugues	8.71	597.28
H000383	2	1	1	Pelourinho_Salvador_BA	espaco_inteiro	4.83	0.23	25	nao	sim	sim	nao	flexivel	portugues	4.6	668.56
H000384	2	2	2	Vila_Madalena_SP	espaco_inteiro	4.65	0.4	27	nao	sim	sim	nao	rigorosa	portugues	1.43	631.09
H000385	4	1	1	Pinheiros_SP	espaco_inteiro	4.73	0.76	49	sim	nao	sim	nao	moderada	portugues	0.22	1007.29
H000386	3	1	1	Praia_Iracema_Fortaleza_CE	espaco_inteiro	4.27	6.93	54	nao	sim	sim	nao	moderada	portugues	0.9	418.5
H000387	6	2	1	Asa_Sul_Brasilia_DF	espaco_inteiro	4.23	1.66	37	nao	nao	sim	sim	rigorosa	portugues	6.36	333.54
H000388	1	1	1	Praia_Iracema_Fortaleza_CE	quarto_privativo	4.74	7.06	1	nao	sim	sim	sim	flexivel	portugues	10.24	607.34
H000389	1	1	2	Ipanema_RJ	espaco_inteiro	4.36	3.31	49	sim	sim	sim	sim	flexivel	ingles	2.93	670.56
H000390	4	2	1	Savassi_BH_MG	quarto_privativo	4.72	11.04	27	nao	sim	sim	sim	moderada	portugues	1.38	563.44
H000391	2	1	1	Boa_Viagem_Recife_PE	quarto_privativo	4.4	2.09	0	nao	sim	sim	nao	flexivel	ingles	0.2	99.14
H000392	7	3	2	Copacabana_RJ	espaco_inteiro	4.57	0.2	76	nao	sim	sim	sim	flexivel	portugues	2.14	1128.09
H000393	1	1	1	Centro_SP	quarto_privativo	4.16	1.96	0	nao	sim	sim	nao	moderada	portugues	6.96	352.62
H000394	10	4	3	Boa_Viagem_Recife_PE	espaco_inteiro	4.52	3.59	36	nao	sim	sim	sim	flexivel	portugues	0.2	1065.98
